Song,Hot100 Rank,Hot100 Ranking Year,is_local,num_of_song_avaliable_markets
'Til You Do Me Right,88,1995,FALSE,182
Two Faces Have I,44,1963,FALSE,184
More Than A Woman,58,2002,FALSE,185
Have You Ever Needed Someone So Bad,80,2023,FALSE,183
The Lazy Song,26,2011,FALSE,39
Miss You - Remastered,16,1978,FALSE,180
Bad Blood,93,2007,FALSE,184
Clocks,81,2003,FALSE,185
Ditty,24,1993,FALSE,185
When I Look Into Your Eyes,82,1992,FALSE,185
You're in Love (Originally Performed by Wilson Phillips) [Karaoke Version],27,2013,FALSE,185
Just Walkin' in the Rain,30,1991,FALSE,183
Let It Be - Remastered 2009,9,1970,FALSE,184
Wild World,73,1971,FALSE,184
Peaches,10,2023,FALSE,185
Wonderful,54,2000,FALSE,184
The Monkey Time,38,2014,FALSE,184
All The Things (Your Man Won't Do),55,1997,FALSE,185
Youâ€™ll Think Of Me,93,2004,FALSE,184
Dragnet,22,1989,FALSE,184
Happy-Go-Lucky-Me,84,1961,FALSE,185
Don't Know Much (with Aaron Neville),20,1990,FALSE,185
Stay The Same,92,1999,FALSE,138
Wildflower,25,1996,FALSE,183
I Remember,89,2008,FALSE,3
Most Girls,97,2001,FALSE,185
( What A) Wonderful World,67,1966,FALSE,2
I Feel It Coming,34,2017,FALSE,184
Together Again,74,1997,FALSE,183
Party In The U.S.A.,67,2010,FALSE,2
Go Crazy,39,2020,FALSE,185
Outta Control - Remix,78,2005,FALSE,2
Morning Train (Nine to Five) - Edit,12,1981,FALSE,185
Coming Up - Remastered 2011,7,1980,FALSE,183
As Long As You Love Me,34,2012,FALSE,180
Sweet Mary,96,2013,FALSE,185
Dance with Me,29,1978,FALSE,184
I Can Dream About You,29,1987,FALSE,184
Bang Bang - Imanos & Gramercy Remix,27,2014,FALSE,181
Rich Girl,23,1977,FALSE,184
White Horse (Taylorâ€™s Version),76,2021,FALSE,184
Unbelievable,6,1991,FALSE,185
I Fall To Pieces - Single Version,2,1961,FALSE,184
"Baby, Youâ€™ve Got What It Takes",27,1989,FALSE,184
There'll Be Sad Songs (To Make You Cry) [Originally Performed by Billy Ocean] [Karaoke Version],16,2013,FALSE,185
Youâ€™re My Best Friend - Backing Track Mix,83,1976,FALSE,2
ROXANNE,16,2020,FALSE,185
Brother Louie,13,1973,FALSE,2
My Place,30,2004,FALSE,162
Ebb Tide,12,1964,FALSE,184
We've Got Tonight,40,1983,FALSE,184
Iâ€™ve Never Been To Me - Rerecorded,38,2018,FALSE,185
Songbird,55,1987,FALSE,67
The Lover In Me,41,1989,FALSE,182
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,1,1977,FALSE,184
The Stroll,48,1996,FALSE,184
"(Shake, Shake, Shake) Shake Your Booty",26,2004,FALSE,3
Doin' It,61,1996,FALSE,184
Shine a Little Love,71,1979,FALSE,185
"South America, Take It Away - Single Version",8,1993,FALSE,168
Get Up (Before The Night Is Over),73,1990,FALSE,183
Rack City,45,2012,FALSE,5
Use ta Be My Girl - Single Version,42,2008,FALSE,185
Everybody Plays the Fool,29,2005,FALSE,184
Young Hearts Run Free,90,1976,FALSE,184
Bread and Butter,26,2011,FALSE,185
Sweater Weather,75,2014,FALSE,183
I Wanna Love Him So Bad,82,2012,FALSE,185
The Loco-Motion - Remastered 2002,6,1974,FALSE,184
Check Yo Self - Remix,86,1994,FALSE,184
My List,94,2008,FALSE,184
I Wanna Love You,83,1992,FALSE,184
Elastic Heart,52,2015,FALSE,183
If This Is It,64,1984,FALSE,184
Are You Lonesome Tonight?,96,1997,FALSE,185
Levitating (feat. DaBaby),1,2021,FALSE,181
She's Not Gone Yet But She's Leaving,64,2013,FALSE,0
Jack & Diane,7,1982,FALSE,182
Downtown,6,1996,FALSE,0
Say So,11,2020,FALSE,185
"Work Hard, Play Hard",73,2012,FALSE,140
Whatever It Is,94,2009,FALSE,185
Yes I'm Ready,24,1996,FALSE,3
Take It Off,59,2010,FALSE,185
I Like Dreamin',6,1977,FALSE,0
Don't Pull Your Love,42,2021,FALSE,95
"Walk, Don't Run - Stereo",25,1960,FALSE,183
The Poor People Of Paris (Jean's Song),7,1957,FALSE,183
When It Was Me,79,2007,FALSE,93
Cream,66,1991,FALSE,1
"When the Going Gets Tough, The Tough Get Going",31,2010,FALSE,185
I'm Looking Over A Four Leaf Clover (Jazz Samba),10,1997,FALSE,184
The Freshmen,21,1997,FALSE,185
"Lay, Lady, Lay",52,1969,FALSE,185
Poison,4,1990,FALSE,184
Free Fallin',64,1990,FALSE,184
My Life,88,2008,FALSE,183
My Cherie Amour,32,1969,FALSE,180
Bottoms Up,68,2014,FALSE,2
"C'Mon And Get My Love (feat. Cathy Dennis) - 7"" Version",85,1990,FALSE,184
My Eyes Adored You,5,1975,FALSE,184
Endlessly,87,1989,FALSE,184
LUV,70,2016,FALSE,181
The Show Goes On,28,2011,FALSE,158
Thriller,78,2008,FALSE,185
2 Step,78,2007,FALSE,0
You Say,60,2019,FALSE,185
It's Been Awhile,14,2001,FALSE,1
I Knew I Loved You,7,2000,FALSE,185
I'll Be Home - Single Version,34,1993,FALSE,183
Your Mama Don't Dance,53,1973,FALSE,185
Talk You Out Of It,94,2019,FALSE,184
Try Again,53,2014,FALSE,0
(Itâ€™s Just) The Way That You Love Me - Single Version,86,2000,FALSE,184
Price of Love,68,1990,FALSE,183
Livin' Thing,77,1977,FALSE,185
Set U Free,85,1996,FALSE,0
This Is What You Came For,17,2016,FALSE,185
Tom's Diner,53,2019,FALSE,184
All I Want for Christmas Is You,78,2021,FALSE,185
Kryptonite,44,2001,FALSE,180
My Baby,74,2001,FALSE,184
We Gotta Get Out Of This Place - UK Single Version,86,1965,FALSE,2
Because Of You,82,1998,FALSE,184
Hold Me Tight,37,2004,FALSE,171
Blessings,88,2015,FALSE,182
Shower,69,2014,FALSE,185
"Bills, Bills, Bills",21,1999,FALSE,185
Twistin' Matilda (and the Channel),89,2012,FALSE,185
You Make Me Feel Like Dancing - Remastered,13,1977,FALSE,2
Let My Love Open The Door,59,1980,FALSE,184
Carry On,76,2013,FALSE,30
Sherry,55,1962,FALSE,171
Take A Message To Mary,96,1960,FALSE,141
Sweet Violets,18,2006,FALSE,2
"Easy Come, Easy Go",56,2014,FALSE,185
Rock Me Gently,29,2008,FALSE,182
Why Can't This Be Love,69,1986,FALSE,184
Kissin' You,47,1996,FALSE,171
I Will Follow Him (Chariot),20,1999,FALSE,182
You Got What It Takes,46,1960,FALSE,183
The Good Stuff,82,2002,FALSE,185
My All,17,1998,FALSE,185
Daisy A Day,89,1973,FALSE,183
(Put Another Nickel In) Music! Music! Music!,6,1995,FALSE,184
Baby Shark,75,2019,FALSE,185
El PerdÃ³n (with Enrique Iglesias),96,2017,FALSE,185
Habits (Stay High),32,2014,FALSE,5
Gravy (For My Mashed Potatoes),90,1962,FALSE,184
(Sweet Sweet Baby) Since You've Been Gone,46,1968,FALSE,169
Starships,9,2012,FALSE,3
Don't Mind - Originally performed by Kent Jones,48,2016,FALSE,185
Love Will Turn You Around,72,1982,FALSE,184
Saturday in the Park - 2002 Remaster,76,1972,FALSE,184
You May Be Right,75,1980,FALSE,185
Love You Down - Extended Remix,100,1987,FALSE,184
Love On The Brain,33,2017,FALSE,184
Who Dat,55,1999,FALSE,184
In Too Deep - 2007 Remaster,47,1987,FALSE,184
Whataya Want from Me,45,2010,FALSE,182
Daughters,83,2005,FALSE,185
Oochie Wally - Remix,98,2013,FALSE,185
Thank God I'm a Country Boy,11,1975,FALSE,185
Sunshine On My Shoulders,18,1974,FALSE,185
Tell Him No,60,2018,FALSE,185
Stay In My Corner,64,1968,FALSE,184
No More (Baby I'ma Do Right),69,2001,FALSE,185
Steal Away - Remastered,26,1980,FALSE,3
Me and Mrs. Jones,15,1973,FALSE,185
Take You There,34,2008,FALSE,185
I Ain't Gonna Stand For It,73,1981,FALSE,184
Pop That Thang,100,1972,FALSE,185
Hot (feat. Gunna),72,2020,FALSE,185
Jive Talkin',12,1975,FALSE,184
Let Her Go,97,2013,FALSE,4
Waves - Robin Schulz Remix,95,2015,FALSE,185
Smoky Places - Remastered,51,2018,FALSE,0
Nite and Day,87,1988,FALSE,185
Knee Deep (feat. Jimmy Buffett),80,2011,FALSE,185
It Only Takes A Minute,86,1975,FALSE,184
I Love It (feat. Charli XCX),28,2013,FALSE,141
Climax,72,2012,FALSE,185
Tammy,12,2009,FALSE,24
Annie's Song,25,1974,FALSE,185
BOP,29,2020,FALSE,179
This Old Heart Of Mine (Is Weak For You),98,1966,FALSE,183
Heaven,37,2004,FALSE,185
Jungle Fever,51,1997,FALSE,0
Let It Be Me,34,2007,FALSE,184
Reflections,41,1968,FALSE,184
"Fastlove, Pt. 1",62,1996,FALSE,185
Who's Sorry Now,39,2005,FALSE,184
The Other Woman,26,1982,FALSE,185
Truth Is,73,2005,FALSE,172
Arizona,66,1970,FALSE,185
Meant to Be (feat. Florida Georgia Line),3,2018,FALSE,178
Diamonds,94,2012,FALSE,3
Hold the Line,44,1979,FALSE,185
You Don't Have To Say You Love Me,21,1966,FALSE,3
Umbrella (Sped Up),2,2022,FALSE,184
Where Have All the Cowboys Gone?,38,1997,FALSE,184
Funny Way Of Laughing,82,2001,FALSE,184
Photograph,90,1983,FALSE,184
Turn Me Loose,55,1959,FALSE,185
A Walk In The Black Forest,47,1965,FALSE,182
Homesick,89,2020,FALSE,185
So Emotional,6,1988,FALSE,185
Excuse Me Miss,54,2003,FALSE,184
All This Love,78,1983,FALSE,184
Secret,71,1995,FALSE,184
Sweet Freedom,75,1986,FALSE,184
Friend Of Mine - Remix,72,1998,FALSE,184
Enemy (with JID) - from the series Arcane League of Legends,15,2022,FALSE,183
I Do Love You,99,2003,FALSE,185
Only The Lonely - Remastered 1999,29,2022,FALSE,0
Lost Without U,48,2007,FALSE,163
Highway Don't Care,77,2013,FALSE,2
"It Must Have Been Love - From the Film ""Pretty Woman""",2,1990,FALSE,171
Wants & Needs,47,2023,FALSE,184
Paradise,69,2012,FALSE,183
Stomp! - Single Version,46,2003,FALSE,184
My Life Would Suck Without You,23,2009,FALSE,179
You Should Be Mine (Don't Waste Your Time),86,1997,FALSE,3
I Saw Her Standing There - Remastered 2009,95,1964,FALSE,184
Mighty Love,100,1974,FALSE,184
Hey Deanie,68,1978,FALSE,185
Rock Your Baby,38,2019,FALSE,185
Why You Wanna,95,2006,FALSE,185
"The Theme from ""A Summer Place""",10,1989,FALSE,185
Dead Man's Curve,28,2010,FALSE,184
Daddy's Home,44,1973,FALSE,184
Hey Ma,53,2002,FALSE,183
Midnight Confessions,19,1969,FALSE,184
Only Yesterday,94,2008,FALSE,185
Take Good Care Of My Baby,12,1962,FALSE,184
The Jolly Green Giant (Re-Recording),39,2002,FALSE,185
"Nuthin' But A ""G"" Thang",11,1993,FALSE,183
"Don't Knock My Love, Pt. 1",93,2018,FALSE,1
Butta Love,91,1997,FALSE,185
Him,50,1980,FALSE,184
Miss You Much,5,1989,FALSE,3
Canâ€™t Buy Me Love - Acoustic Cover,52,2018,FALSE,185
I'm Easy (Originally Performed by Keith Carradine) [Karaoke Version],72,2013,FALSE,185
Scars To Your Beautiful,30,2017,FALSE,183
TitÃ­ Me PreguntÃ³,22,2022,FALSE,185
Love Is A Many-Splendored Thing,7,1993,FALSE,184
She's Out of My Life - Single Version,65,1980,FALSE,185
Disco Duck - Pt. 1 Vocal,97,1977,FALSE,184
Work It,36,2003,FALSE,184
Chuck E's in Love - 45 Version,63,1979,FALSE,184
Morning Side Of The Mountain,74,1975,FALSE,184
The Boys Of Summer,53,1985,FALSE,184
If I Die Young,35,2011,FALSE,3
To Love Somebody,83,1993,FALSE,185
Classical Gas,43,1968,FALSE,184
Boo'd Up,15,2018,FALSE,179
Mama Can't Buy You Love,36,1989,FALSE,184
This Kiss,25,1998,FALSE,169
Change Clothes,91,2004,FALSE,184
The Purple People Eater,12,1997,FALSE,184
Ooh Aah...Just a Little Bit - Motiv8 Radio Edit,41,1997,FALSE,185
Green Grass - Remastered,99,1990,FALSE,184
Love of a Lifetime,43,1991,FALSE,185
I'm in Love Again (Originally Performed by Fats Domino) [Karaoke Version],25,2015,FALSE,185
bury a friend,73,2019,FALSE,184
Going Bad (feat. Drake),18,2019,FALSE,184
You And I,76,1978,FALSE,169
Doin' What Comes Natur'lly,21,1989,FALSE,181
I'm Leaving It All Up To You,81,2023,FALSE,95
Groovy Situation - Single Version,68,1995,FALSE,4
Exodus,17,1998,FALSE,184
Can't Remember to Forget You (feat. Rihanna),85,2014,FALSE,185
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,59,1981,FALSE,184
I Dig Rock and Roll Music,91,1967,FALSE,184
Airplanes (feat. Hayley Williams of Paramore),6,2010,FALSE,111
Fool (If You Think It's Over),84,1978,FALSE,184
Cry for Help - Single Edit,70,2019,FALSE,0
Dazz - Single Version,41,1977,FALSE,185
Poor Little Fool - Remastered,24,1958,FALSE,184
Misery,99,1995,FALSE,2
And Our Feelings,98,1994,FALSE,185
Sugar Sugar,1,1969,FALSE,185
Just a Friend,94,2009,FALSE,185
Oh! My Pa-Pa (O Mein Papa) - 2001 Remastered,6,2001,FALSE,184
I Belong To You (Every Time I See Your Face),24,1997,FALSE,164
Armageddon It - Remastered 2017,53,1989,FALSE,184
Soak Up The Sun,35,2002,FALSE,3
The Boss,97,1979,FALSE,184
The Beat Goes On,83,1967,FALSE,184
Ride,20,2016,FALSE,171
You Sang To Me,22,2000,FALSE,185
Wild One,12,2021,FALSE,184
I Cry,64,2013,FALSE,170
Boyfriend,51,2022,FALSE,185
IDGAF,98,2018,FALSE,179
willow,55,2021,FALSE,183
Oh Carolina/Weâ€™ll Be Together (with Shaggy) - Live,84,2018,FALSE,184
You're Makin' Me High,98,1997,FALSE,185
Jump - 2015 Remaster,6,1984,FALSE,171
Hello,35,2015,FALSE,23
New York Groove,60,1979,FALSE,178
How We Do (As Made Famous By The Game Featuring. 50 Cent),19,2011,FALSE,182
Suga Suga,46,2004,FALSE,79
U.N.I.T.Y.,82,1994,FALSE,5
The Power of Love,4,1994,FALSE,185
One Of Them Girls,68,2020,FALSE,185
Sandy,100,2017,FALSE,185
Go the Distance,89,1997,FALSE,185
Take Me Home Tonight,59,1986,FALSE,185
Money Maker,92,2007,FALSE,164
Bop Gun (One Nation) - Radio Edit,99,1997,FALSE,184
Caught Up In You,53,1982,FALSE,153
Someday,13,1991,FALSE,185
Endless Love (As Made Famous by Mariah Carey and Luther Vandross),56,2011,FALSE,182
That's the Way (I Like It) - 2004 Remaster,45,1976,FALSE,3
Overnight Celebrity,31,2004,FALSE,129
Blinded By The Light,36,1977,FALSE,3
Guitar Boogie Shuffle,35,1997,FALSE,185
Teen Beat,36,1960,FALSE,184
Break It Off - Bonus,85,2021,FALSE,185
I Hate This Part,50,2009,FALSE,184
ily (i love you baby) (feat. Emilee),95,2020,FALSE,184
Give Me That,100,2005,FALSE,0
Take Five,95,1961,FALSE,185
Far Away,94,2007,FALSE,173
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",65,2000,FALSE,185
It's Time To Cry,66,1992,FALSE,2
Feel Good Inc.,37,2005,FALSE,169
Sara Smile,11,1976,FALSE,185
"See You Later, Alligator",33,1959,FALSE,184
Have You Ever,14,1999,FALSE,184
One Of Us,30,1996,FALSE,82
Blueberry Hill,41,1959,FALSE,182
Teenage Dream,75,2011,FALSE,3
You Should Be Dancing,31,1976,FALSE,184
Laffy Taffy,46,2006,FALSE,185
I Want You Back,28,1970,FALSE,184
Budapest,89,2015,FALSE,185
With Every Beat of My Heart,48,1990,FALSE,185
"That Sunday, That Summer",77,1963,FALSE,184
Can't Stop the Feeling (Karaoke Version) [Originally Performed By Justin Timberlake],9,2016,FALSE,185
You Make It Easy,70,2018,FALSE,0
U and Dat (feat. T. Pain & Kandi Girl),52,2006,FALSE,183
Just Walkin' in the Rain,23,1991,FALSE,183
I Can't Dance - 2007 Remaster,55,1992,FALSE,184
Say My Name,6,2000,FALSE,185
Just Like Me,61,1966,FALSE,185
Animals - Radio Edit,71,2016,FALSE,0
"Baby, Baby",10,1991,FALSE,184
I Won't Give Up,25,2012,FALSE,17
Get Used to It,83,1979,FALSE,185
Red Red Wine,39,2000,FALSE,184
Mockingbird (In the Style of Carly Simon and James Taylor) [Karaoke Version],52,2013,FALSE,185
Big Bad John,87,1961,FALSE,185
Castle on the Hill,40,2017,FALSE,184
All This Time,78,1989,FALSE,184
Someone You Loved,27,2019,FALSE,184
HUMBLE.,4,2017,FALSE,184
Travelin' Band,89,1970,FALSE,183
Standing On the Corner,29,1956,FALSE,185
Unpretty,20,1999,FALSE,185
She Hates Me,70,2003,FALSE,184
All Cried Out (feat. 112) - Behind the scenes Video,43,1997,FALSE,185
Red Roses For a Blue Lady,21,2010,FALSE,180
Cool Kids,59,2014,FALSE,172
I Want to Know What Love Is - 1999 Remaster,4,1985,FALSE,184
Our Song,41,2008,FALSE,2
Searchin',21,2005,FALSE,184
Cold (feat. Future),69,2018,FALSE,3
Everything Your Heart Desires,72,1988,FALSE,185
Best Friend,98,1995,FALSE,166
This Time I Know It's for Real,92,1989,FALSE,184
Nikita,87,1986,FALSE,184
My Boy Lollipop,46,2010,FALSE,184
Trouble With A Heartbreak,88,2022,FALSE,0
You Beat Me To The Punch,70,1962,FALSE,183
I Don't Wanna Fight,42,1993,FALSE,185
Feudin' And Fightin',29,2010,FALSE,185
Shop Around,63,1976,FALSE,175
One Wish,67,2006,FALSE,185
Tiimmy Turner,98,2016,FALSE,181
Side To Side,43,2017,FALSE,182
South Side,33,2008,FALSE,2
Mashed Potato Time,3,1962,FALSE,179
Tryin' to Get the Feeling Again,95,1976,FALSE,185
I Know,11,1995,FALSE,185
Don't Walk Away (Originally Performed by Jade) [Karaoke Version],13,2016,FALSE,185
Bartender,81,2014,FALSE,184
Black and Yellow,31,2011,FALSE,161
Have You Seen Her,47,1990,FALSE,184
Mockingbird,59,2005,FALSE,184
Fats Domino Medley - Yes It's Me I'm in Love Again / I'm Walkin' / I Want to Walk You Home / Walking to New Orleans / My Blue Heaven / Blue Monday / Blueberry Hill,38,2011,FALSE,181
Don't Forget About Me,6,2023,FALSE,0
Bad Blood,15,2015,FALSE,2
Sucker,10,2019,FALSE,184
Sittin' Up In My Room,16,2005,FALSE,2
Wait for Me,88,1980,FALSE,137
Blinding Lights,1,2020,FALSE,184
All of Me,3,2014,FALSE,185
"Baby, I Love Your Way/Freebird",9,1989,FALSE,183
Goin' Out Of My Head/Can't Take My Eyes Off Of You - Medley / Live,74,1987,FALSE,184
Intuition,73,2003,FALSE,184
These Are The Times,66,1999,FALSE,88
I'd Die Without You,51,1993,FALSE,0
Thinking out Loud,2,2015,FALSE,163
abcdefu,17,2022,FALSE,185
PILLOWTALK,22,2016,FALSE,184
Star Wars Theme/Cantina Band,71,1977,FALSE,184
This Time I'm In It For Love,58,1978,FALSE,184
SexyBack (feat. Timbaland),63,2007,FALSE,185
Tom Dooley,28,1958,FALSE,173
Third Man Theme,7,1996,FALSE,184
Crash My Party,69,2013,FALSE,184
Like I'm Gonna Lose You (feat. John Legend),76,2015,FALSE,176
WHATS POPPIN,13,2020,FALSE,185
Levitating (feat. DaBaby),42,2022,FALSE,181
Time in a Bottle,24,1974,FALSE,0
Yah Mo B There,100,1984,FALSE,167
I Love You Because,15,1963,FALSE,184
Better Than Me,97,2007,FALSE,102
Undercover Angel,9,2021,FALSE,0
Do Anything (feat. Niki Harris),32,1991,FALSE,184
Good Life,25,2011,FALSE,184
Woodstock,79,2016,FALSE,185
This Guy/This Girl's In Love With You,64,2014,FALSE,180
Hard Habit to Break - 2006 Remaster,45,1984,FALSE,184
Youâ€™re Beautiful,4,2023,FALSE,184
Hollywood Swinging,59,1974,FALSE,184
Let The Four Winds Blow - Remastered 2002,82,2002,FALSE,184
Jean,23,2005,FALSE,184
Leave the Door Open,7,2023,FALSE,181
Down Low,35,2023,FALSE,0
Lighters,34,2011,FALSE,183
...Baby One More Time,5,1999,FALSE,185
The Way It Is - Karaoke,8,2006,FALSE,182
Love Letters (Alternate Take),34,1962,FALSE,185
Grazing In The Grass,18,1968,FALSE,165
Green Green Grass Of Home,97,1967,FALSE,178
Only Women Bleed,63,1975,FALSE,184
In the Summertime,53,1970,FALSE,0
No Guidance (feat. Drake),36,2020,FALSE,185
Party Doll,13,2005,FALSE,184
Town Without Pity,97,1972,FALSE,185
Love In An Elevator - Single Version,81,1994,FALSE,184
The Heart Wants What It Wants,62,2015,FALSE,171
Laugh at Me - Single Version,94,1967,FALSE,184
Hook,60,1996,FALSE,183
Incomplete,64,2005,FALSE,185
Fallin' in Love,45,2019,FALSE,185
At The Hop,20,1983,FALSE,184
Superfly,65,1973,FALSE,184
Crying,4,1962,FALSE,185
What You Got,51,2008,FALSE,137
Reelin' In The Years,68,1973,FALSE,183
Love On The Rocks,26,1981,FALSE,15
You And Me,12,2005,FALSE,184
Your Woman,65,1997,FALSE,0
Hall of Fame (feat. will.i.am),85,2013,FALSE,2
"Get On The Good Foot, Pt. 1 - Single Version",99,2003,FALSE,184
Blame It,16,2009,FALSE,181
Stay The Night - Featuring Hayley Williams Of Paramore,94,2014,FALSE,3
Sad Eyes - Remastered 2002,10,2002,FALSE,183
That's All - 2007 Remaster,52,1984,FALSE,184
Release Me,19,1990,FALSE,184
Moon River(Vocal Audrey Hepburn),60,1962,FALSE,0
Lonely Teardrops,56,1959,FALSE,184
Rhythm Section,40,2017,FALSE,182
"Because You Loved Me (Theme from ""Up Close and Personal"")",3,1996,FALSE,185
Whole Wide World (In the Style of A'me Lorain) - Karaoke Version,95,2022,FALSE,183
Only Girl (In The World),40,2011,FALSE,184
Mine,46,2010,FALSE,2
Written in the Stars (feat. Eric Turner),63,2011,FALSE,4
Heartbreaker,80,1983,FALSE,172
He's the Greatest Dancer - 1995 Remaster,45,1979,FALSE,171
See the Funny Little Clown,63,2016,FALSE,185
Why Can't We Live Together,75,2005,FALSE,185
Sharing The Night Together,46,1979,FALSE,184
Drop It Like It's Hot,71,2004,FALSE,184
The Glow Worm - Single Version,21,1995,FALSE,178
For Your Love - 2015 Remaster,48,1965,FALSE,185
Just Canâ€™t Get Enough,10,2023,FALSE,93
If It Makes You Happy,75,1996,FALSE,3
Hymn for the Weekend,73,2016,FALSE,184
Cool,76,2005,FALSE,170
Your Love Is My Drug,28,2010,FALSE,185
I've Got a Rock 'n' Roll Heart,94,1983,FALSE,185
One Step At a Time,61,2008,FALSE,185
Do I Make You Proud,99,2006,FALSE,58
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,49,2000,FALSE,0
If I Had No Loot,35,1993,FALSE,183
One Night in Bangkok,54,1985,FALSE,182
Cool for the Summer,53,2015,FALSE,172
"December, 1963 (Oh What a Night!)",89,1994,FALSE,171
Perfect,2,2018,FALSE,184
Let's Go All The Way,45,2012,FALSE,182
Rockin' Robin,41,1972,FALSE,3
Handy Man,8,1960,FALSE,184
Hearts,41,1981,FALSE,184
Keep Their Heads Ringin',53,1995,FALSE,181
It's Late,74,1959,FALSE,184
No One,3,2008,FALSE,185
I Walk Alone (Batista),27,2006,FALSE,177
The Arms of the One Who Loves You,53,1998,FALSE,2
Ain't Nothing 'Bout You (Originally Performed by Brooks & Dunn) [Karaoke Version],71,2013,FALSE,185
Wake up Little Susie,19,1964,FALSE,171
Ain't Nothing Like the Real Thing (Originally Performed by Marvin Gaye & Tammi Terrell) [Karaoke Version],57,2016,FALSE,185
St. George & The Dragonet,15,1989,FALSE,184
Crazy In Love (feat. Jay-Z),4,2003,FALSE,69
Cut It (feat. Young Dolph),91,2016,FALSE,135
One Bad Apple,4,1971,FALSE,184
Never Can Say Goodbye,40,1971,FALSE,3
MacArthur Park - Single Version,12,1979,FALSE,184
See You Again (feat. Kali Uchis),3,2017,FALSE,173
My Prayer,4,1956,FALSE,184
Foolish,2,2002,FALSE,184
The Love You Save,16,1970,FALSE,184
The Promise Of A New Day,41,1991,FALSE,184
'Til You Can't,34,2022,FALSE,185
Physical - Remastered 2021,1,2021,FALSE,184
Only The Strong Survive - Single Version,38,1969,FALSE,184
Obsesion (No Es Amor) (feat. Baby Bash),33,2005,FALSE,185
679 (feat. Remy Boyz),21,2015,FALSE,174
No Promises (feat. Demi Lovato),91,2017,FALSE,2
I Hear You Knocking,81,1971,FALSE,1
Ghost,8,2022,FALSE,184
Never Lie,53,1994,FALSE,3
It's Not My Time,52,2008,FALSE,3
Forever,88,2009,FALSE,184
Stir Fry,48,2018,FALSE,183
Be-Bop-A-Lula,27,2004,FALSE,19
I Like You (A Happier Song) (with Doja Cat),26,2022,FALSE,183
late at night,72,2021,FALSE,185
Looking at Me,59,2019,FALSE,183
Addicted,97,2008,FALSE,184
Broccoli,70,2017,FALSE,1
September,78,1979,FALSE,185
Always On Time,12,2003,FALSE,1
Bodak Yellow,24,2018,FALSE,184
Rock Me Tonite,99,1984,FALSE,184
Mercy,54,2017,FALSE,184
The Ballroom Blitz,17,1996,FALSE,185
Please Help Me I'm Falling,47,1996,FALSE,184
Ring My Bell,9,2005,FALSE,185
The Long Run - 2013 Remaster,81,1980,FALSE,170
I Want You,95,2013,FALSE,185
Everybody (Backstreet's Back) - Extended Version,22,1998,FALSE,2
Why,62,2004,FALSE,69
Standing Still,87,2002,FALSE,184
Lonely Boy,50,1977,FALSE,184
I Don't Fuck With You,47,2015,FALSE,182
We Didn't Start the Fire,35,1990,FALSE,185
They Want EFX,99,1992,FALSE,184
The Next Episode,76,2000,FALSE,183
I Can't Sleep Baby (If I),27,1996,FALSE,185
Build Me Up Buttercup,9,1969,FALSE,0
Just the Way You Are,17,1978,FALSE,185
Would I Lie To You?,90,1992,FALSE,183
Secret Agent Man,47,1998,FALSE,0
Pilot of the Airwaves,77,1980,FALSE,119
Let's Groove,33,1982,FALSE,185
Shape of You,1,2017,FALSE,184
Hypnotized (feat. Akon),77,2008,FALSE,184
Come and Get Your Love - Radio Edit,69,1995,FALSE,172
Caught Up,34,2005,FALSE,185
I Still Can't Get Over Loving You,77,1984,FALSE,185
Rockabye (feat. Sean Paul & Anne-Marie),44,2018,FALSE,184
You Proof,27,2023,FALSE,183
I Don't Know How To Love Him,50,1997,FALSE,183
'65 Love Affair,39,1982,FALSE,35
There It Go (The Whistle Song),58,2006,FALSE,84
Survivor,23,2001,FALSE,184
Native New Yorker,91,1978,FALSE,172
Rise,80,1979,FALSE,185
What Makes You Beautiful,10,2012,FALSE,185
Bartender (feat. Akon),33,2007,FALSE,185
Bristol Stomp,22,2005,FALSE,175
"Love Somebody - from ""Hard to Hold"" - Original Soundtrack",62,1984,FALSE,2
Take A Little Ride,88,2012,FALSE,0
Bossy Featuring Too $hort (feat. Too $hort),64,2006,FALSE,25
Across The Alley From The Alamo,25,1995,FALSE,178
Time After Time,64,1999,FALSE,185
This Is America,51,2018,FALSE,172
Reach Out I'll Be There,5,1967,FALSE,183
Ride Like the Wind,17,1980,FALSE,1
"Hush, Hush, Sweet Charlotte",40,1965,FALSE,185
Psychotic Reaction,56,1966,FALSE,182
CoCo,79,2015,FALSE,171
Life After You,96,2010,FALSE,185
Stand by Me,67,1987,FALSE,171
Back & Forth,24,1994,FALSE,185
"Baby, I'm For Real",92,1969,FALSE,184
Runaway Train (2022 Remaster),22,1993,FALSE,185
This House,45,1991,FALSE,184
What About Us (Remix) [feat. Black Rob],74,1998,FALSE,184
Western Union,58,2006,FALSE,185
Take My Name,82,2022,FALSE,0
Witch Doctor,4,2014,FALSE,185
Shotgun,15,1965,FALSE,184
Emotional Rescue - Remastered 2009,53,1980,FALSE,184
Move Bitch,55,2002,FALSE,166
Mission Bell - Original Gusto Recordings,64,1976,FALSE,185
