Song,Hot100 Rank,Hot100 Ranking Year,is_local,num_of_song_avaliable_markets
Gitarzan - 1969 #8 Billboard chart hit Monument,61,1969,FALSE,0
Unholy,98,2023,FALSE,0
Pullin' Me Back,63,2006,FALSE,183
Somebody's Baby,68,1997,FALSE,165
On Our Own,19,1989,FALSE,184
It's Five O'Clock Somewhere (with Jimmy Buffett),65,2003,FALSE,2
Cradle of Love,45,1960,FALSE,185
"Somewhere, My Love (Lara's Theme from ""Doctor Zhivago"")",64,1966,FALSE,185
Hit 'Em Up Style (Oops!),11,2001,FALSE,184
Rebel Rouser,46,1965,FALSE,138
Hooked on a Feeling - Rerecorded,99,2009,FALSE,0
You Keep Me Hangin' On,77,2014,FALSE,184
Islands in the Stream,56,2009,FALSE,185
Come & Go (with Marshmello),54,2020,FALSE,184
Walk This Way (feat. Aerosmith),89,1986,FALSE,185
Mentirosa,99,1990,FALSE,183
You Don't Know How It Feels,61,1995,FALSE,171
Work It,54,2002,FALSE,184
True Colors,41,1986,FALSE,185
Don't Throw Your Love Away (Karaoke in the style of The Searchers),87,2009,FALSE,182
Heartache Tonight - 2013 Remaster,47,1980,FALSE,170
I Just Can't Help Believing,75,1970,FALSE,185
Short People,41,1978,FALSE,171
Good Feeling,16,2012,FALSE,170
Photograph,38,2006,FALSE,173
"Can't Fight This Feeling - Live at Kemper Arena, Kansas City, MO - January 1985",13,1991,FALSE,185
Nothin' My Love Can't Fix,92,1993,FALSE,184
Ex's & Oh's,73,2015,FALSE,185
Lucid Dreams,48,2019,FALSE,182
Where Were You (When the World Stopped Turning),98,2023,FALSE,185
Put On,68,2008,FALSE,0
La-La Means I Love You,23,1968,FALSE,184
Layla,60,1972,FALSE,180
Oh Girl,13,2001,FALSE,184
Forever in Love,73,1993,FALSE,185
Say It Loud - I'm Black And I'm Proud - Pt. 1,90,2003,FALSE,184
Boogie Woogie Bugle Boy,30,1984,FALSE,184
Tequila,8,1994,FALSE,185
Keep It Comin' Love,75,2004,FALSE,3
The King of Wishful Thinking,70,1992,FALSE,185
Fortress Around Your Heart,95,1985,FALSE,184
To Sir with Love,1,1967,FALSE,2
goosebumps,68,2017,FALSE,173
lately - Demo,61,2022,FALSE,185
Foolish Beat,32,1988,FALSE,184
Dynomite,52,2001,FALSE,82
On The Radio,52,1980,FALSE,184
Said I Loved You...But I Lied,32,1994,FALSE,185
All I Want for Christmas Is You,67,2020,FALSE,185
"Look What They've Done to My Song, Ma",96,1971,FALSE,1
Someday,17,2004,FALSE,174
Go Away Little Girl,7,1971,FALSE,184
Disco Inferno,11,2005,FALSE,178
You're Gonna Miss This,93,2008,FALSE,183
Praying for Time - Remastered,51,2017,FALSE,185
(You've Got) The Magic Touch,36,2003,FALSE,185
I'm Sprung,98,2006,FALSE,185
Money In The Grave (Drake ft. Rick Ross),34,2019,FALSE,179
Forever and Ever,14,1966,FALSE,185
Tubthumping,35,1998,FALSE,3
Yes Indeed (Karaoke Version Originally performed by Lil Baby and Drake),25,2018,FALSE,185
Already Gone,74,2010,FALSE,179
On the Rebound,29,1961,FALSE,185
On My Own,4,1986,FALSE,184
23,90,2014,FALSE,178
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,47,1998,FALSE,169
On the Hotline - Amended Version,82,2007,FALSE,184
You Send Me,20,2022,FALSE,95
"Jocelyn, Op. 100: Berceuse (Arr. For vocal, violin and orchestra)",20,2011,FALSE,185
Love Me With All Your Heart (Cuando Caliente El Sol),19,1964,FALSE,184
Can't Smile Without You (In the Style of Barry Manilow) [Karaoke Version],27,2014,FALSE,185
Sultans of Swing,61,1979,FALSE,1
How Deep Is Your Love,6,2020,FALSE,94
"Boys 'Round Here (feat. Jason Aldean, Luke Bryan, Ronnie Dunn, Miranda Lambert, Brad Paisley, Reba, Josh Turner, Keith Urban & Hank Williams, Jr.) - Celebrity Mix",60,2013,FALSE,5
"Peg O' My Heart - Live On The Ed Sullivan Show, February 26, 1950",2,2021,FALSE,184
Making Love,46,1982,FALSE,185
Just To See Her,87,1987,FALSE,184
Here Comes the Rain Again - Remastered Version,38,1984,FALSE,185
Point of No Return,80,1987,FALSE,185
You Make Me Wanna...,15,1998,FALSE,185
"Doctor, Lawyer, Indian Chief",12,1950,FALSE,184
I Want Candy,92,1965,FALSE,184
Higher Ground,62,1973,FALSE,184
A Little More Love,17,1979,FALSE,2
Every Little Thing She Does Is Magic,79,1982,FALSE,179
Take This Heart,81,1992,FALSE,184
Memphis - Live At Whiskey A Go Go / 1964 / Remastered 1995,41,1995,FALSE,184
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",64,1992,FALSE,185
Against All Odds (Take a Look at Me Now) - 2016 Remaster,5,2016,FALSE,184
Donna the Prima Donna,76,1963,FALSE,185
Beat It,5,2008,FALSE,185
Oh Sherrie,31,1984,FALSE,185
Don't Mean Nothing,54,1987,FALSE,184
Differences,68,2002,FALSE,185
There's a Moon Out Tonight,50,1961,FALSE,185
My Way,16,1998,FALSE,185
Pictures of Matchstick Men - Mono Version,55,1968,FALSE,0
Kids In America,91,1982,FALSE,185
I Swear,2,1994,FALSE,184
Easier Said Than Done,31,1963,FALSE,185
Rocketeer,58,2011,FALSE,3
On Bended Knee,5,1995,FALSE,3
What Ifs (feat. Lauren Alaina),72,2017,FALSE,185
Till the World Ends,27,2011,FALSE,185
Smoky Mountain Rain,88,2019,FALSE,184
Give Me Just a Little More Time (Originally Performed by Chairmen of the Board) [Karaoke Version],39,2016,FALSE,185
"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version",70,2008,FALSE,185
Cotton Fields,36,2007,FALSE,184
Bernadette,82,1967,FALSE,183
Every Heartbeat,28,1991,FALSE,184
Night Changes,98,2015,FALSE,185
Dream Baby (How Long Must I Dream),65,2006,FALSE,185
Do Wah Diddy Diddy - 2007 Remaster,15,1964,FALSE,185
Hate It Or Love It,24,2005,FALSE,183
Strong Enough,30,1995,FALSE,184
Lola - 2020 Stereo Remaster,52,1970,FALSE,0
The Bells,82,1992,FALSE,184
Everything You Want,5,2000,FALSE,183
Fresh,89,1985,FALSE,184
Dirty Little Secret,48,2006,FALSE,3
Dedicated To The One I Love,62,1967,FALSE,184
Ayo Technology,87,2007,FALSE,2
I Didn't Mean To Turn You On,46,1986,FALSE,184
Right Round,6,2009,FALSE,136
Sharkbait,100,2020,FALSE,0
Manic Monday,48,1986,FALSE,16
Only Girl (In The World),47,2010,FALSE,184
Where The Boys Are,18,2005,FALSE,184
Into the Night (feat. Chad Kroeger),98,2008,FALSE,185
Here I Go Again - 2018 Remaster,7,1987,FALSE,3
Make You Sweat,89,1990,FALSE,184
It's a Heartache,24,1978,FALSE,2
On a Carousel,42,1973,FALSE,3
Mine,21,2018,FALSE,184
Over,60,2010,FALSE,3
Beauty,56,1998,FALSE,88
Back To Sleep,89,2016,FALSE,185
I Want To Hold Your Hand - Remastered 2015,1,2000,FALSE,184
Good Life,79,2008,FALSE,184
For Free (feat. Drake),59,2016,FALSE,2
Daylight,35,2013,FALSE,2
Tonight (I'm Fuckin' You),16,2011,FALSE,108
Tootsee Roll (Dance Version),65,1994,FALSE,185
Look Away - 2009 Remaster,1,1989,FALSE,171
It's so Easy,90,1978,FALSE,171
Thinkin' Back,89,1992,FALSE,184
You Can't Hurry Love,13,1966,FALSE,184
Give It 2 You,97,2000,FALSE,185
Easy To Be Hard - Single Version,33,1969,FALSE,184
How To Love,23,2011,FALSE,184
Nice to Be with You,14,1972,FALSE,185
Come A Little Bit Closer,29,1964,FALSE,184
That Lucky Old Sun,2,1958,FALSE,185
98.6,79,1967,FALSE,184
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),5,2007,FALSE,185
The One I Gave My Heart To,86,1998,FALSE,185
Hey Paula,6,1963,FALSE,185
Abracadabra,9,1982,FALSE,184
Price Tag,93,2011,FALSE,3
Been Around the World (feat. The Notorious B.I.G. & Mase),19,1998,FALSE,183
Trampoline,70,2019,FALSE,184
Leave The Night On,76,2014,FALSE,184
"Living in America - From ""Rocky IV"" Soundtrack",65,1986,FALSE,185
Born A Woman,23,2005,FALSE,185
Uhh Ahh,84,2009,FALSE,184
I Donâ€™t Care,92,2023,FALSE,0
"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",81,1994,FALSE,185
Blurred Lines,2,2013,FALSE,176
19th Nervous Breakdown - Mono Version,54,1971,FALSE,184
Angel in Your Arms,5,1988,FALSE,1
Who's Crying Now,56,1981,FALSE,0
C'est Si Bon (In the Style of Eartha Kitt) [Karaoke Version],29,2013,FALSE,185
Breathe,1,2000,FALSE,184
A Summer Song,50,1965,FALSE,185
Hooray For Hazel,44,2001,FALSE,184
Glad All Over - 2019 - Remaster,23,1964,FALSE,0
Set Adrift on Memory Bliss (Re-Recorded),44,2014,FALSE,185
In The Navy,48,1994,FALSE,2
How Do I Live,9,2003,FALSE,185
I Love You More And More Every Day - Remastered,73,1992,FALSE,183
Mr. Brightside,16,2005,FALSE,184
You Belong To Me,5,2002,FALSE,184
Navy Blue,58,2009,FALSE,185
Release Me,31,1967,FALSE,184
Come And Get These Memories,83,1963,FALSE,184
"Knowing Me, Knowing You",97,1977,FALSE,184
I Gotta Feeling,4,2023,FALSE,93
Feelin' Stronger Every Day - 2002 Remaster,54,1973,FALSE,184
Stand Up,51,2003,FALSE,176
I Fought the Law - Single Version,89,1998,FALSE,184
Night,34,2002,FALSE,184
Tipsy - Club Mix,11,2004,FALSE,185
Stay Awhile - Remastered,57,2003,FALSE,17
People Got to Be Free,5,1969,FALSE,172
Cooler Than Me - Single Mix,19,2010,FALSE,185
Love Me Tonight,94,1997,FALSE,184
No Time,70,1970,FALSE,185
What I Am,84,1989,FALSE,65
Cold as Ice,68,1977,FALSE,184
Sweet Love,27,1976,FALSE,184
Knife Talk (with 21 Savage ft. Project Pat),60,2022,FALSE,184
Who's Zoomin' Who?,94,1985,FALSE,185
"Burning Heart - From ""Rocky IV"" Soundtrack",8,1993,FALSE,184
Come On Down To My Boat,22,2006,FALSE,184
That's Why (I Love You So),90,1959,FALSE,184
You Made Me Believe In Magic,76,1977,FALSE,185
"634-5789 (Soulsville, U.S.A.) - 2007 Remaster [2007 Remastered Version]",95,2017,FALSE,184
I Like It,12,2010,FALSE,3
Pumped Up Kicks,13,2011,FALSE,185
The Streak - 1974 #1Pop; #3Country Billboard Chart Hit,8,1974,FALSE,0
All Out of Love,55,1980,FALSE,182
Tell Me a Story - Single Version,23,2014,FALSE,184
Mule Skinner Blues,44,1960,FALSE,185
Boulevard of Broken Dreams,7,2017,FALSE,171
Magic - 2017 Remaster,97,1984,FALSE,184
When It's Love,82,1988,FALSE,2
Wake Me Up,22,2014,FALSE,183
"No, No, No Pt. 2 (feat. Wyclef Jean)",12,1998,FALSE,184
Gangsta Lean,39,1994,FALSE,185
"break up with your girlfriend, i'm bored",36,2019,FALSE,179
Hang On In There Baby,61,1974,FALSE,184
Girls Say,72,2005,FALSE,185
Sunflower - Spider-Man: Into the Spider-Verse,2,2019,FALSE,184
Angie Baby,28,1975,FALSE,184
They Say It's Wonderful - Remastered,25,1993,FALSE,0
Never Gonna Give You Up,55,1995,FALSE,0
"Whoot, There It Is (Ultimix)",44,1996,FALSE,185
Dangerous Woman,36,2016,FALSE,182
When I Think Of You,32,1986,FALSE,184
Live and Learn,30,1992,FALSE,185
Let's Fall in Love,3,1956,FALSE,185
Behind These Hazel Eyes,10,2005,FALSE,185
Kings & Queens,73,2021,FALSE,185
Kryptonite,15,2000,FALSE,180
To Each His Own,14,1946,FALSE,185
Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],20,2013,FALSE,185
Party Continues,92,2022,FALSE,0
Wedding Bell Blues - Laura Nyro Cover,40,1969,FALSE,185
The Rubberband Man,81,1977,FALSE,184
I Wish,64,2000,FALSE,184
Cum on Feel the Noize,68,1984,FALSE,185
"Baby, I Love Your Way",21,1994,FALSE,184
You're My World,56,2023,FALSE,95
Band of Gold (with Ray Conniff & His Orchestra & Chorus),38,1999,FALSE,185
You Don't Know My Name,29,2004,FALSE,185
The Way,31,2013,FALSE,3
Our Winter Love - Single Version,54,1963,FALSE,72
ROCKSTAR (feat. Roddy Ricch),5,2020,FALSE,184
Hard Knock Life (Ghetto Anthem),89,1999,FALSE,181
Bad Time - Remastered 2002,62,1975,FALSE,184
Another Day in Paradise - 2016 Remaster,7,1990,FALSE,184
Crank That (Soulja Boy),54,2008,FALSE,100
Ex's & Oh's,63,2016,FALSE,185
Somebody That I Used To Know,1,2012,FALSE,4
"I'll Be Your Everything (In the Style of Tommy Page, New Kids on the Block) - Karaoke Version",39,2022,FALSE,183
Don't You Know,43,1961,FALSE,185
"Touch Me (All Night Long) - 7"" Mix",30,1991,FALSE,182
Promise,48,2001,FALSE,185
Nowhere Man - Remastered 2009,84,1966,FALSE,184
Soon as I Get Home,97,1996,FALSE,170
"Mrs. Robinson - From ""The Graduate"" Soundtrack",9,1968,FALSE,185
Underneath Your Clothes,66,2002,FALSE,185
Now And Forever,25,1994,FALSE,184
Together Again,6,1998,FALSE,183
Brandy (You're a Fine Girl),12,1972,FALSE,185
It Might Be You,95,2022,FALSE,185
Summertime Blues,56,1968,FALSE,183
Hold It Against Me,60,2011,FALSE,185
my ex's best friend (with blackbear),23,2021,FALSE,184
Masterpiece,27,2015,FALSE,185
The More I See You,88,1966,FALSE,184
Follow Me,19,2001,FALSE,184
Superstar,27,2012,FALSE,2
Just One Look,70,1963,FALSE,184
"Baby, I'm Back",62,2005,FALSE,3
Mood (feat. iann dior),4,2021,FALSE,185
Something Bad (A Tribute to Miranda Lambert and Carrie Underwood),99,2014,FALSE,185
Bounce Back,35,2017,FALSE,179
A White Sport Coat (And a Pink Carnation) (with Ray Conniff),17,1996,FALSE,185
The Lord's Prayer 1983,86,2002,FALSE,185
Be Alright,54,2019,FALSE,184
Money,92,1973,FALSE,130
Mona Lisa,2,1954,FALSE,184
That's The Way Love Goes,4,1993,FALSE,184
You're the Reason I'm Living (Originally Performed by Bobby Darin) [Karaoke Version],17,2016,FALSE,185
Hot Diggity (Dog Ziggity Boom),16,1975,FALSE,185
Please Remember Me,56,1999,FALSE,185
Before I Let You Go,46,1995,FALSE,184
Those Oldies but Goodies (Remind Me of You) - 1963,69,2019,FALSE,185
Lawyers in Love,87,1983,FALSE,184
5 Foot 9,67,2022,FALSE,183
Hey Mickey,36,2020,FALSE,185
Unchained Melody,5,1960,FALSE,184
Big Pimpin',60,2000,FALSE,183
Stairway to Heaven,76,1960,FALSE,185
Come and Get Your Love - Single Version,4,1974,FALSE,185
Everybody Everybody,81,1990,FALSE,185
Here,30,2001,FALSE,185
I Wish,51,1977,FALSE,184
A Thousand Miles,6,2002,FALSE,182
Float On - Single Version,72,1996,FALSE,184
I Adore Mi Amor,18,1991,FALSE,184
Finally,20,1992,FALSE,183
Give Me Love (Give Me Peace on Earth),42,1973,FALSE,0
The Man,48,2014,FALSE,3
I Don't Wanna Go On With You Like That,43,1988,FALSE,184
Spanish Harlem,64,1961,FALSE,184
Ready Or Not,54,1990,FALSE,183
Sunshine (feat. Lea),20,2004,FALSE,185
Sweet Talkin' Guy,81,2004,FALSE,183
Ms. New Booty,36,2006,FALSE,184
0 To 100 / The Catch Up,97,2014,FALSE,180
Do Me!,11,1990,FALSE,184
"You're The First, The Last, My Everything - Single Version",49,2023,FALSE,95
Candy Rain,25,1995,FALSE,184
"Can't Stop, Won't Stop",85,2004,FALSE,182
Magic Stick,20,2003,FALSE,68
Lipstick On Your Collar,28,1959,FALSE,183
One Last Time,67,2015,FALSE,166
Gone,23,2011,FALSE,185
Collide,45,2005,FALSE,181
Better Days,73,2022,FALSE,0
Running Up That Hill (A Deal With God),23,2022,FALSE,185
Swimming Pools (Drank),79,2013,FALSE,182
(It's No) Sin,21,1993,FALSE,184
Wear My Ring Around Your Neck,22,2020,FALSE,185
For Once In My Life,69,1974,FALSE,184
Love Is In The Air,46,2009,FALSE,0
I'm Walking Behind You - 2001 Remastered,4,2001,FALSE,184
Cashing Out,92,2022,FALSE,185
Silhouettes,22,1966,FALSE,2
A Holly Jolly Christmas,89,2022,FALSE,184
Amos Moses,28,1971,FALSE,137
Iâ€™m Gonna Be (500 Miles),27,2023,FALSE,184
Portrait of My Love,30,1965,FALSE,0
Peter Gunn Theme,66,1959,FALSE,185
Take Time to Know Her,54,1968,FALSE,184
Who'd She Coo?,86,2013,FALSE,185
"Head Over Heels - Dave Bascombe 7"" N.Mix",60,1985,FALSE,184
Clout (feat. Cardi B),87,2019,FALSE,182
Diamond Girl,40,1973,FALSE,184
Finger Poppin' Time,49,2010,FALSE,185
"Dance With Me, Henry (Wallflower) - Live On The Ed Sullivan Show, May 1, 1955",10,2023,FALSE,183
Eastside (with Halsey & Khalid),77,2018,FALSE,179
Rainbow,41,1957,FALSE,185
Just A Lil Bit,17,2005,FALSE,178
Beg Your Pardon (feat. Maxo Kream),18,2019,FALSE,185
Love Is A Battlefield,57,2001,FALSE,184
"The Earth, the Sun, the Rain",54,1996,FALSE,184
You Got The Love,84,1975,FALSE,184
Signs,24,2009,FALSE,4
Manana (Is Soon Enough For Me),2,1998,FALSE,184
Convoy,57,1990,FALSE,165
Do What You Do,90,2010,FALSE,127
Over And Over,48,2005,FALSE,162
My Maria,64,1973,FALSE,185
Cry For You,60,1994,FALSE,184
For Your Eyes Only,64,1982,FALSE,185
To Each His Own,2,1996,FALSE,183
I Finally Found Someone (As Made Famous by Bryan Adams and Barbra Streisand),53,2011,FALSE,182
More (Theme From Mondo Cane),50,1963,FALSE,182
Just Give Me a Reason (feat. Nate Ruess),7,2013,FALSE,185
Boy from New York City (In the Style of Manhattan Transfer) [Karaoke Version],36,2013,FALSE,185
I'm Sorry (Karaoke in the style of Brenda Lee),6,2009,FALSE,182
Beautiful Soul,75,2005,FALSE,183
Rock the Casbah - Remastered,52,1983,FALSE,185
Shame,64,1993,FALSE,103
Your Good Thing (Is About To End),91,1992,FALSE,184
More - RedOne Jimmy Joker Remix,61,2011,FALSE,185
You're Just In Love (I Wonder Why),27,2001,FALSE,185
You Can Depend On Me,93,1962,FALSE,184
Waiting for a Star to Fall,12,1989,FALSE,185
Viva La Vida,13,2008,FALSE,170
Rock And Roll Heaven,58,2006,FALSE,184
oui,55,2016,FALSE,184
"Oh, What A Night",82,1998,FALSE,184
Harbor Lights,9,2020,FALSE,185
Ride Wit Me,18,2001,FALSE,184
Lay Your Hands On Me,82,2010,FALSE,184
I Donâ€™t Care,52,2023,FALSE,0
Envy Me,59,2019,FALSE,185
(You're) Having My Baby,28,2023,FALSE,95
(Terry's Theme From) 'Limelight',27,2017,FALSE,185
Addams Groove,76,1996,FALSE,184
Ask of You (Originally Performed by Raphael Saadiq) [Karaoke Version],83,2016,FALSE,185
Love Story (Taylorâ€™s Version),5,2021,FALSE,184
Save The Best For Last,4,1992,FALSE,184
Young Love,8,1959,FALSE,176
Bongo Rock,98,1960,FALSE,185
You Should Probably Leave,79,2022,FALSE,184
Beautiful Mistakes (feat. Megan Thee Stallion),34,2021,FALSE,184
Boyfriend (Duet Version) (Vocal Guide Version Originally Performed by Ariana Grande and Social House),98,2019,FALSE,0
(Now and Then There's) A Fool Such as I,34,2022,FALSE,185
Watching Scotty Grow,78,2007,FALSE,184
Day by Day,90,2011,FALSE,185
Rebirth Of Slick (Cool Like Dat),81,1993,FALSE,184
Sign O' The Times - 2020 Remaster,60,1987,FALSE,1
This Masquerade - 2000 Remaster,69,1976,FALSE,184
Conga!,40,1986,FALSE,185
Tallahassee Lassie,40,2008,FALSE,0
China Girl - 2018 Remaster,62,1983,FALSE,185
Do For Love,89,1998,FALSE,184
Lately,15,1993,FALSE,184
Pony Time,7,1962,FALSE,185
Shallow,19,2019,FALSE,179
Looking Through Your Eyes - from the motion picture Quest For Camelot,60,1998,FALSE,185
Come Back To Me,49,1990,FALSE,3
(Just Like) Romeo & Juliet,65,1964,FALSE,185
Teen Angel,5,1960,FALSE,185
Lavender Blue,33,2005,FALSE,185
"Meet Me Half Way - From ""Over The Top"" Soundtrack",96,1988,FALSE,185
Forever,92,1990,FALSE,183
Eenie Meenie - Sean Kingston & Justin Bieber,89,2010,FALSE,185
Spirit In The Sky,22,1970,FALSE,184
The Power,26,1990,FALSE,0
Freestyle,84,2019,FALSE,182
Long Cool Woman (In a Black Dress) - 1999 Remaster,24,1972,FALSE,1
Johnny Angel - Single Version,6,1962,FALSE,2
The Loco-Motion - Single Version,7,1963,FALSE,2
Un-thinkable (I'm Ready),78,2010,FALSE,185
A Cowboy's Work Is Never Done,70,1998,FALSE,184
Yes We Can Can,95,1997,FALSE,183
Walk of Life,49,1986,FALSE,1
Opposites Attract,14,1990,FALSE,184
Memphis,48,2005,FALSE,184
More And More - Single Version,79,1993,FALSE,185
Soldier (feat. T.I. & Lil' Wayne),26,2005,FALSE,184
Psycho (feat. Ty Dolla $ign),6,2018,FALSE,183
I'll Stand by You,95,1995,FALSE,184
Whoomp! There It Is - Radio Edit,42,1994,FALSE,185
Blank Space,7,2015,FALSE,2
Someone to Love (feat. Babyface),32,1995,FALSE,185
"Hello, Dolly!",3,1964,FALSE,184
Crank That (Soulja Boy),20,2007,FALSE,100
One Good Woman,69,1988,FALSE,184
Lil Bit - FGL Remix,70,2021,FALSE,184
O.P.P,94,1991,FALSE,185
She Ain't You,89,2011,FALSE,185
Crazy for You - Edit,9,1990,FALSE,171
Be Near Me,71,1985,FALSE,3
Dude,85,2004,FALSE,183
Alive And Kicking,17,1986,FALSE,184
Sweet Dreams,66,2009,FALSE,138
The Birds and the Bees,13,1990,FALSE,0
She Looks So Perfect,93,2014,FALSE,3
Personally,60,1982,FALSE,185
Surfin' U.S.A. - Remastered 2001,1,1963,FALSE,184
Super Gremlin,9,2022,FALSE,185
I'm A Flirt,49,2007,FALSE,0
There Goes My Baby,29,1988,FALSE,184
Loyalty Before Royalty,66,2018,FALSE,0
"Lights, Camera, Action!",49,2002,FALSE,177
I Thank You - LP / Single Version,68,1968,FALSE,184
Secret Rendezvous,69,1989,FALSE,184
If Wishes Came True,25,1990,FALSE,184
Where I Wanna Be,81,2000,FALSE,185
Knock On Wood,22,2012,FALSE,0
Karma Chameleon - Remastered 2002,10,1984,FALSE,184
Wild Night,15,1994,FALSE,184
Money,38,2019,FALSE,184
Pipeline,21,1963,FALSE,184
To Each His Own,25,1996,FALSE,183
Stumblin' In (In the Style of Chris Norman & Suzi Quatro) [Karaoke Version],23,2015,FALSE,185
Love Will Find A Way,44,1978,FALSE,184
My Band,59,2004,FALSE,184
Pretty Little Angel Eyes,77,1961,FALSE,185
Sadeness - Pt. 1 / Radio Edit,63,1991,FALSE,184
One Last Breath,27,2002,FALSE,178
Three Coins In The Fountain,8,1993,FALSE,184
Tossin' And Turnin',1,2005,FALSE,181
Hurricane,76,2017,FALSE,185
Ariel,69,1977,FALSE,182
Turnin Me On - Original Clean,49,2009,FALSE,2
Treasure,30,2013,FALSE,168
The Gypsy,21,2000,FALSE,183
While You See A Chance,68,1981,FALSE,184
Surfin' Safari - Mono/Remastered 2001,100,1962,FALSE,184
Ruby Baby,32,1963,FALSE,2
Do You Want To Know A Secret - Remastered 2009,55,1964,FALSE,184
Burnin' Up,73,2008,FALSE,184
You Baby (Mono),80,1966,FALSE,182
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,95,1999,FALSE,180
